USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           179     2       0      0 0                   0 I [cmdq_auto_relea]
root           180     2       0      0 0                   0 I [cmdq_auto_relea]
root           181     2       0      0 0                   0 I [cmdq_auto_relea]
root           182     2       0      0 0                   0 I [cmdq_auto_relea]
root           183     2       0      0 0                   0 I [cmdq_auto_relea]
root           184     2       0      0 0                   0 I [cmdq_auto_relea]
root           185     2       0      0 0                   0 I [cmdq_auto_relea]
root           186     2       0      0 0                   0 I [cmdq_auto_relea]
root           187     2       0      0 0                   0 I [cmdq_auto_relea]
root           188     2       0      0 0                   0 I [cmdq_resource]
root           189     2       0      0 0                   0 I [cmdq_mdp_task]
root           190     2       0      0 0                   0 I [cmdq_flushq]
root           191     2       0      0 0                   0 I [cmdq_flushq]
root           192     2       0      0 0                   0 I [cmdq_flushq]
root           193     2       0      0 0                   0 I [cmdq_flushq]
root           194     2       0      0 0                   0 S [mml_drm_done]
root           195     2       0      0 0                   0 S [gamma_sof]
root           196     2       0      0 0                   0 I [aal_flip_sram]
root           197     2       0      0 0                   0 I [aal_refresh_tri]
root           198     2       0      0 0                   0 S [aal_sof]
root           199     2       0      0 0                   0 I [dither_pure_det]
root           200     2       0      0 0                   0 S [mtk_chist_read]
root           201     2       0      0 0                   0 S [disp_feature:0]
root           202     2       0      0 0                   0 S [disp_lhbm_fod:0]
root           203     2       0      0 0                   0 S [card0-crtc0]
root           204     2       0      0 0                   0 S [card0-crtc1]
root           205     2       0      0 0                   0 S [card0-crtc2]
root           206     2       0      0 0                   0 S [card0-crtc3]
root           207     2       0      0 0                   0 I [cmdq_flushq]
root           208     2       0      0 0                   0 I [cmdq_flushq]
root           209     2       0      0 0                   0 I [cmdq_flushq]
root           210     2       0      0 0                   0 I [cmdq_flushq]
root           211     2       0      0 0                   0 I [cmdq_flushq]
root           212     2       0      0 0                   0 S [mtk_drm_disp_id]
root           213     2       0      0 0                   0 S [dis_ki-0]
root           214     2       0      0 0                   0 S [enable_vblank]
root           215     2       0      0 0                   0 S [mtk_drm_cwb]
root           216     2       0      0 0                   0 S [irq/232-esd_err]
root           217     2       0      0 0                   0 S [err_flag_chk]
root           218     2       0      0 0                   0 S [mtk_drm_fake_vs]
root           219     2       0      0 0                   0 S [ddp_trig]
root           220     2       0      0 0                   0 S [ddp_trig_d]
root           221     2       0      0 0                   0 S [ddp_cmdq_trig]
root           222     2       0      0 0                   0 S [pf_release_thre]
root           223     2       0      0 0                   0 S [sf_pf_release_t]
root           224     2       0      0 0                   0 S [signal_fence]
root           225     2       0      0 0                   0 I [cmdq_flushq]
root           226     2       0      0 0                   0 I [cmdq_flushq]
root           227     2       0      0 0                   0 S [pf_release_thre]
root           228     2       0      0 0                   0 S [sf_pf_release_t]
root           229     2       0      0 0                   0 S [signal_fence]
root           230     2       0      0 0                   0 I [cmdq_flushq]
root           231     2       0      0 0                   0 S [pf_release_thre]
root           232     2       0      0 0                   0 S [sf_pf_release_t]
root           233     2       0      0 0                   0 S [signal_fence]
root           235     2       0      0 0                   0 I [xsphy]
root           236     2       0      0 0                   0 S [irq/149-1120100]
root           238     2       0      0 0                   0 I [cpu_freq_wq]
root           239     2       0      0 0                   0 I [cpu_core_wq]
root           240     2       0      0 0                   0 I [dram_vcore_wq]
root           241     2       0      0 0                   0 I [usb_audio_wq]
root           242     2       0      0 0                   0 S [irq/229-1124000]
root           243     2       0      0 0                   0 I [regulator_vibra]
root           244     2       0      0 0                   0 S [spi0]
root           245     2       0      0 0                   0 S [spi1]
root           246     2       0      0 0                   0 S [spi2]
root           247     2       0      0 0                   0 S [spi3]
root           248     2       0      0 0                   0 S [spi4]
root           249     2       0      0 0                   0 S [spi5]
root           250     2       0      0 0                   0 S [spi6]
root           251     2       0      0 0                   0 S [spi7]
root           252     2       0      0 0                   0 S [irq/374-5-0034]
root           253     2       0      0 0                   0 S [irq/532-1128000]
root           254     2       0      0 0                   0 S [pd_dbg_info]
root           255     2       0      0 0                   0 S [charger_thread]
root           256     2       0      0 0                   0 I [11280000.i2c:mt]
root           257     2       0      0 0                   0 S [tcpc_timer_type]
root           258     2       0      0 0                   0 S [pps_request_typ]
root           259     2       0      0 0                   0 S [type_c_port0]
root           260     2       0      0 0                   0 S [attach_thread]
root           261     2       0      0 0                   0 I [lbat_service]
root           262     2       0      0 0                   0 S [irq/532-1128000]
root           263     2       0      0 0                   0 S [gauge_coulomb_t]
root           264     2       0      0 0                   0 S [battery_thread]
root           265     2       0      0 0                   0 S [power_misc_thre]
root           266     2       0      0 0                   0 I [extcon_usb]
root           268     2       0      0 0                   0 S [tcpc_event_type]
root           270     2       0      0 0                   0 S [scsi_eh_0]
root           271     2       0      0 0                   0 I [scsi_tmf_0]
root           272     2       0      0 0                   0 I [mtk_btag_uevt]
root           273     2       0      0 0                   0 I [ufs_eh_wq_0]
root           274     2       0      0 0                   0 I [ufs_clk_gating_]
root           281     2       0      0 0                   0 I [cfg80211]
root           285     2       0      0 0                   0 S [f2fs_ckpt-8:46]
root           286     2       0      0 0                   0 S [f2fs_flush-8:46]
root           287     2       0      0 0                   0 S [f2fs_discard-8:]
root           288     2       0      0 0                   0 S [f2fs_gc-8:46]
root           293     2       0      0 0                   0 I [kdmflush]
root           300     2       0      0 0                   0 I [kdmflush]
root           308     2       0      0 0                   0 I [kdmflush]
root           315     2       0      0 0                   0 I [kdmflush]
root           322     2       0      0 0                   0 I [kdmflush]
root           329     2       0      0 0                   0 I [kdmflush]
root           336     2       0      0 0                   0 I [kdmflush]
root           343     2       0      0 0                   0 I [kdmflush]
root           350     2       0      0 0                   0 I [kdmflush]
root           354     2       0      0 0                   0 I [kdmflush]
root           355     2       0      0 0                   0 I [kverityd]
root           357     2       0      0 0                   0 I [kdmflush]
root           358     2       0      0 0                   0 I [kverityd]
root           359     2       0      0 0                   0 I [kdmflush]
root           360     2       0      0 0                   0 I [kverityd]
root           361     2       0      0 0                   0 I [kdmflush]
root           362     2       0      0 0                   0 I [kverityd]
root           364     2       0      0 0                   0 I [kdmflush]
root           365     2       0      0 0                   0 I [kverityd]
root           366     2       0      0 0                   0 I [kdmflush]
root           367     2       0      0 0                   0 I [kverityd]
root           368     2       0      0 0                   0 I [kdmflush]
root           369     2       0      0 0                   0 I [kverityd]
root           370     2       0      0 0                   0 I [kdmflush]
root           371     2       0      0 0                   0 I [kverityd]
root           372     2       0      0 0                   0 I [kdmflush]
root           373     2       0      0 0                   0 I [kverityd]
root           452     1 2231964   4056 0                   0 S init
root           455     1 2143644   5480 0                   0 S ueventd
root           469     2       0      0 0                   0 I [kdmflush]
root           470     2       0      0 0                   0 I [kdmflush]
root           471     2       0      0 0                   0 I [kdmflush]
root           472     2       0      0 0                   0 I [kdmflush]
root           473     2       0      0 0                   0 I [kdmflush]
root           474     2       0      0 0                   0 I [kdmflush]
root           476     2       0      0 0                   0 I [kdmflush]
root           477     2       0      0 0                   0 I [kdmflush]
root           478     2       0      0 0                   0 I [kdmflush]
root           479     2       0      0 0                   0 I [kdmflush]
root           480     2       0      0 0                   0 I [kdmflush]
root           481     2       0      0 0                   0 I [kdmflush]
root           482     2       0      0 0                   0 I [kdmflush]
root           483     2       0      0 0                   0 I [kdmflush]
root           484     2       0      0 0                   0 I [kdmflush]
root           485     2       0      0 0                   0 I [kdmflush]
root           486     2       0      0 0                   0 I [kdmflush]
root           488     2       0      0 0                   0 I [kdmflush]
root           490     2       0      0 0                   0 I [kdmflush]
root           494     2       0      0 0                   0 I [kdmflush]
root           495     2       0      0 0                   0 I [kdmflush]
root           497     2       0      0 0                   0 I [kdmflush]
root           503     2       0      0 0                   0 I [ext4-rsv-conver]
root           504     2       0      0 0                   0 I [ext4-rsv-conver]
root           505     2       0      0 0                   0 I [ext4-rsv-conver]
root           506     2       0      0 0                   0 I [ext4-rsv-conver]
root           521     2       0      0 0                   0 S [id0_trusty_n/0]
logd           522     1 2394964  13948 0                   0 S logd
lmkd           523     1 2249756   4076 0                   0 S lmkd
system         524     1 2168636   4908 0                   0 S servicemanager
system         525     1 2256024   5424 0                   0 S hwservicemanager
system         526     1 2262632   3444 0                   0 S vndservicemanager
root           527     2       0      0 0                   0 S [id0_trusty_n/1]
root           528     2       0      0 0                   0 S [id0_trusty_n/2]
root           530     2       0      0 0                   0 S [id0_trusty_n/3]
root           531     2       0      0 0                   0 S [id0_trusty_n/4]
root           532     2       0      0 0                   0 S [id0_trusty_n/5]
root           533     2       0      0 0                   0 S [id0_trusty_n/6]
root           534     2       0      0 0                   0 S [id0_trusty_n/7]
root           544     2       0      0 0                   0 S [trusty_poll_tas]
root           545     1 2392500   6036 0                   0 S vold
root           546     1 2171016   3044 0                   0 S android.hardware.boot@1.2-service
root           547     2       0      0 0                   0 S [psimon]
root           555     2       0      0 0                   0 I [kdmflush]
root           558     2       0      0 0                   0 S [id0_trusty_k/0]
root           559     2       0      0 0                   0 S [id0_trusty_k/1]
root           560     2       0      0 0                   0 S [id0_trusty_k/2]
root           561     2       0      0 0                   0 S [id0_trusty_c/0]
root           564     2       0      0 0                   0 S [irq/243-aw86927]
root           565     2       0      0 0                   0 I [aw86927_vibrato]
root           567     2       0      0 0                   0 S [ree_dummy_task]
root           568     2       0      0 0                   0 I [tmem_regmgr_def]
root           569     2       0      0 0                   0 I [tmem_regmgr_def]
root           570     2       0      0 0                   0 I [tmem_regmgr_def]
root           571     2       0      0 0                   0 I [tmem_regmgr_def]
root           572     2       0      0 0                   0 I [tmem_regmgr_def]
root           573     2       0      0 0                   0 I [tmem_regmgr_def]
root           574     2       0      0 0                   0 I [tmem_regmgr_def]
root           575     2       0      0 0                   0 I [tmem_regmgr_def]
root           577     2       0      0 0                   0 I [SSPM_WQ]
root           578     2       0      0 0                   0 I [sspm_ts_wq]
root           579     2       0      0 0                   0 I [SCP_WQ]
root           580     2       0      0 0                   0 I [SCP_LOG_WQ]
root           581     2       0      0 0                   0 I [SCP_RESET_WQ]
root           582     2       0      0 0                   0 I [SCP_THERMAL_WQ]
root           583     2       0      0 0                   0 I [apusys_hwlog_wq]
root           584     2       0      0 0                   0 I []
root           585     2       0      0 0                   0 S [irq/89-apu_ipi]
root           591     2       0      0 0                   0 I [cmdq_flushq]
root           592     2       0      0 0                   0 S [sensor_worker-0]
root           593     2       0      0 0                   0 S [sensor_worker-1]
root           595     2       0      0 0                   0 S [sensor_worker-2]
root           597     2       0      0 0                   0 S [seninf_worker]
root           600     2       0      0 0                   0 S [irq/47-1a100000]
root           605     2       0      0 0                   0 S [irq/48-1a100000]
root           606     2       0      0 0                   0 S [irq/49-1a100000]
root           608     2       0      0 0                   0 S [irq/50-1a100000]
root           609     2       0      0 0                   0 S [irq/51-1a101000]
root           610     2       0      0 0                   0 S [jbd2/sdc15-8]
root           611     2       0      0 0                   0 I [ext4-rsv-conver]
root           612     2       0      0 0                   0 S [irq/52-1a101000]
root           613     2       0      0 0                   0 S [irq/53-1a101000]
root           614     2       0      0 0                   0 S [irq/54-1a101000]
root           617     2       0      0 0                   0 S [irq/55-1a102000]
root           618     2       0      0 0                   0 S [irq/56-1a102000]
root           619     2       0      0 0                   0 S [irq/57-1a102000]
root           620     2       0      0 0                   0 S [irq/58-1a102000]
root           621     2       0      0 0                   0 S [irq/59-1a103000]
root           622     2       0      0 0                   0 S [irq/60-1a103000]
root           623     2       0      0 0                   0 S [irq/61-1a103000]
root           624     2       0      0 0                   0 S [irq/62-1a103000]
root           625     2       0      0 0                   0 S [irq/63-1a104000]
root           626     2       0      0 0                   0 S [irq/64-1a104000]
root           627     2       0      0 0                   0 S [irq/65-1a104000]
root           628     2       0      0 0                   0 S [irq/66-1a104000]
root           629     2       0      0 0                   0 S [irq/67-1a105000]
root           630     2       0      0 0                   0 S [irq/68-1a105000]
root           631     2       0      0 0                   0 S [irq/69-1a105000]
root           632     2       0      0 0                   0 S [irq/70-1a105000]
root           633     2       0      0 0                   0 S [irq/71-1a130000]
root           634     2       0      0 0                   0 S [irq/72-1a140000]
root           636     2       0      0 0                   0 S [irq/73-1a150000]
root           637     2       0      0 0                   0 S [irq/74-1a160000]
root           638     2       0      0 0                   0 S [irq/43-1a030000]
root           639     2       0      0 0                   0 S [irq/45-1a070000]
root           640     2       0      0 0                   0 I [1a000000.camisp]
root           641     2       0      0 0                   0 I [1a000000.camisp]
root           642     2       0      0 0                   0 I [isp_daemon_noti]
root           643     2       0      0 0                   0 I [imgsys_daemon_n]
root           644     2       0      0 0                   0 I [fd_daemon_notif]
root           645     2       0      0 0                   0 I [rsc_daemon_noti]
root           646     2       0      0 0                   0 I [cmdq_sec_notify]
root           647     2       0      0 0                   0 S [jbd2/sdc16-8]
root           648     2       0      0 0                   0 I [cmdq_sec_timeou]
root           649     2       0      0 0                   0 I [ext4-rsv-conver]
root           650     2       0      0 0                   0 I [cmdq_sec_notify]
root           651     2       0      0 0                   0 I [cmdq_sec_timeou]
root           655     2       0      0 0                   0 I [imgsys_mdp_call]
root           656     2       0      0 0                   0 I [imgsys_enqueue]
root           657     2       0      0 0                   0 I [imgsys_composer]
root           658     2       0      0 0                   0 I [imgsys_runner_%]
root           659     2       0      0 0                   0 I [imgsys_runner_%]
root           660     2       0      0 0                   0 I [imgsys_runner_%]
root           661     2       0      0 0                   0 I [imgsys_runner_%]
root           662     2       0      0 0                   0 S [imgsys-cmdqcb]
root           663     2       0      0 0                   0 I [cmdq_flushq]
root           664     2       0      0 0                   0 I [cmdq_flushq]
root           665     2       0      0 0                   0 I [cmdq_flushq]
root           666     2       0      0 0                   0 I [cmdq_flushq]
root           667     2       0      0 0                   0 I [cmdq_flushq]
root           668     2       0      0 0                   0 I [cmdq_flushq]
root           670     2       0      0 0                   0 I [cmdq_flushq]
root           671     2       0      0 0                   0 I [cmdq_flushq]
root           672     2       0      0 0                   0 I [cmdq_flushq]
root           673     2       0      0 0                   0 I [cmdq_flushq]
root           674     2       0      0 0                   0 I [cmdq_flushq]
root           675     2       0      0 0                   0 I [cmdq_flushq]
root           676     2       0      0 0                   0 I [task_exec_wq_10]
root           677     2       0      0 0                   0 I [cmdq_flushq]
root           678     2       0      0 0                   0 I [task_exec_wq_12]
root           679     2       0      0 0                   0 I [cmdq_flushq]
root           680     2       0      0 0                   0 S [jbd2/sdc6-8]
root           681     2       0      0 0                   0 I [ext4-rsv-conver]
root           683     2       0      0 0                   0 I [cmdq_flushq]
root           685     2       0      0 0                   0 I [task_exec_wq_11]
root           686     2       0      0 0                   0 I [cmdq_flushq]
root           688     2       0      0 0                   0 S [dlpt_notify_thr]
root           690     2       0      0 0                   0 S [jbd2/sdc5-8]
root           691     2       0      0 0                   0 I [ext4-rsv-conver]
root           692     2       0      0 0                   0 I [pool_reload_wor]
root           693     2       0      0 0                   0 S [ccci_fsm]
root           694     2       0      0 0                   0 D [ccci_poll]
root           695     2       0      0 0                   0 I [ccmni0_rx_q_wor]
root           698     2       0      0 0                   0 I [ccmni1_rx_q_wor]
root           700     2       0      0 0                   0 I [ccmni2_rx_q_wor]
root           701     2       0      0 0                   0 I [ccmni3_rx_q_wor]
root           702     2       0      0 0                   0 I [ccmni4_rx_q_wor]
root           703     2       0      0 0                   0 I [ccmni5_rx_q_wor]
root           704     2       0      0 0                   0 I [ccmni6_rx_q_wor]
root           705     2       0      0 0                   0 I [ccmni7_rx_q_wor]
root           706     2       0      0 0                   0 S [jbd2/sdc7-8]
root           707     2       0      0 0                   0 I [ext4-rsv-conver]
root           709     2       0      0 0                   0 I [ccmni8_rx_q_wor]
root           710     2       0      0 0                   0 I [ccmni9_rx_q_wor]
root           711     2       0      0 0                   0 I [ccmni10_rx_q_wo]
root           712     2       0      0 0                   0 I [ccmni11_rx_q_wo]
root           713     2       0      0 0                   0 I [ccmni12_rx_q_wo]
root           714     2       0      0 0                   0 I [ccmni13_rx_q_wo]
root           715     2       0      0 0                   0 I [ccmni14_rx_q_wo]
root           716     2       0      0 0                   0 I [ccmni15_rx_q_wo]
root           717     2       0      0 0                   0 I [ccmni16_rx_q_wo]
root           718     2       0      0 0                   0 I [ccmni17_rx_q_wo]
root           719     2       0      0 0                   0 I [ccmni18_rx_q_wo]
root           720     2       0      0 0                   0 I [ccmni19_rx_q_wo]
root           721     2       0      0 0                   0 I [ccmni20_rx_q_wo]
root           722     2       0      0 0                   0 S [ccci_rpc_k]
root           723     2       0      0 0                   0 S [ccci_udc]
root           724     2       0      0 0                   0 S [ccci_ipc_3]
root           725     2       0      0 0                   0 S [ccci_ipc_6]
root           726     2       0      0 0                   0 S [ccci_ipc_7]
root           727     2       0      0 0                   0 S [ccci_ipc_8]
root           728     2       0      0 0                   0 S [ccci_sys]
root           729     2       0      0 0                   0 S [ccci_ctrl]
root           730     2       0      0 0                   0 S [jbd2/sdc89-8]
root           731     2       0      0 0                   0 I [ext4-rsv-conver]
system         732     1 2320428   3440 0                   0 S tee-supplicant
root           733     2       0      0 0                   0 D [ccci_spd]
root           734     2       0      0 0                   0 I [uether]
root           735     2       0      0 0                   0 I [uether_rx1]
root           736     2       0      0 0                   0 I [uether_rps]
root           737     2       0      0 0                   0 S [bp_notify_threa]
root           738     2       0      0 0                   0 I [gpueb_ts_wq]
root           739     2       0      0 0                   0 I [ged_eb]
root           740     2       0      0 0                   0 I [ged_notify_sw_v]
root           741     2       0      0 0                   0 I [ged_kpi]
root           743     1 2314872   3292 0                   0 S aee_aed64_v2
root           744     1 2153568   2940 0                   0 S aee_aedv64_v2
root           745     2       0      0 0                   0 S [dsp_send_thread]
root           746     2       0      0 0                   0 S [dsp_recv_thread]
root           747     2       0      0 0                   0 S [irq/321-aw882xx]
root           750     2       0      0 0                   0 S [irq/330-aw882xx]
root           753     2       0      0 0                   0 I [delay_init]
root           754     2       0      0 0                   0 I [accdet]
root           755     2       0      0 0                   0 I [dismicQueue]
root           756     2       0      0 0                   0 I [accdet_eint]
root           757     2       0      0 0                   0 I [aw882xx]
root           758     2       0      0 0                   0 I [aw882xx]
root           760     2       0      0 0                   0 S [mddp_rx]
root           761     2       0      0 0                   0 S [kfps]
root           762     2       0      0 0                   0 I [fbt_cpu]
root           763     2       0      0 0                   0 I [fbt_cam_recycle]
root           764     2       0      0 0                   0 I [fbt_cam_jerk]
root           765     2       0      0 0                   0 I [mt_mini_top]
root           766     2       0      0 0                   0 I [fpt_cpu_load_wq]
root           767     2       0      0 0                   0 I [fpt_cpu_ctrl_wq]
root           768     2       0      0 0                   0 I [mt_fstb]
root           769     2       0      0 0                   0 I [gbe_notifier_wq]
root           770     2       0      0 0                   0 I [perfmgr_wq]
root           771     2       0      0 0                   0 I [enableSwitchQue]
root           772     2       0      0 0                   0 I [delayInitQueue]
root           773     2       0      0 0                   0 I [VCP_WQ]
root           774     2       0      0 0                   0 I [VCP_LOG_WQ]
root           775     2       0      0 0                   0 I [VCP_RESET_WQ]
root           776     1 2319060   3620 0                   0 S mqsasd
system         777     1 2477628   5176 0                   0 S android.system.suspend@1.0-service
keystore       778     1 2477792  11812 0                   0 S keystore2
root           779     2       0      0 0                   0 I [mtk-vcodec-dec]
system         780     1 2235092   4576 0                   0 S android.hardware.security.keymint@2.0-service.mitee
root           781     2       0      0 0                   0 I [vdec_check_aliv]
root           782     2       0      0 0                   0 I [vdec_buf_dump]
root           784     2       0      0 0                   0 S [vdec_ipi_recv]
root           785     2       0      0 0                   0 I [mtk-vcodec-enc]
root           786     2       0      0 0                   0 S [venc_ipi_recv]
root           797     2       0      0 0                   0 S [pause_drain_rqs]
root           798     2       0      0 0                   0 I [mcupm_ts_wq]
root           799     2       0      0 0                   0 S [hf_manager]
root           801     2       0      0 0                   0 I [ipi_comm]
root           802     2       0      0 0                   0 S [transceiver]
root           803     2       0      0 0                   0 I [sensor_ready]
root           813     2       0      0 0                   0 I [swpm_common_wq]
root           814     2       0      0 0                   0 I [swpm_init_retry]
root           815     2       0      0 0                   0 S [btif_rxd]
root           816     2       0      0 0                   0 S [conap_scp_core]
root           818     2       0      0 0                   0 S [irq/325-goodix_]
root           821     2       0      0 0                   0 S [core_ctl_v3/0]
root           822     2       0      0 0                   0 S [core_ctl_v3/6]
root           823     2       0      0 0                   0 I [cmdq_flushq]
root           824     2       0      0 0                   0 I [vdec-fmt]
root           825     2       0      0 0                   0 I [task_exec_wq_8]
root           826     2       0      0 0                   0 I [cmdq_flushq]
root           828     2       0      0 0                   0 I [lt_wq]
root           829     2       0      0 0                   0 S [minet_thread]
root           830     2       0      0 0                   0 S [minet_thread]
root           832     2       0      0 0                   0 S [f2fs_discard-25]
root           833     2       0      0 0                   0 S [f2fs_gc-254:76]
tombstoned     839     1 2179996   3088 0                   0 S tombstoned
root           850     2       0      0 0                   0 I [ext4-rsv-conver]
root           851     2       0      0 0                   0 I [ext4-rsv-conver]
root           852     2       0      0 0                   0 I [ext4-rsv-conver]
root           853     2       0      0 0                   0 I [kverityd]
root           854     2       0      0 0                   0 I [ext4-rsv-conver]
root           855     2       0      0 0                   0 I [ext4-rsv-conver]
root           856     2       0      0 0                   0 I [kverityd]
root           857     2       0      0 0                   0 I [kverityd]
root           858     2       0      0 0                   0 I [ext4-rsv-conver]
root           859     2       0      0 0                   0 I [kverityd]
root           860     2       0      0 0                   0 I [ext4-rsv-conver]
root           861     2       0      0 0                   0 I [ext4-rsv-conver]
root           862     2       0      0 0                   0 I [ext4-rsv-conver]
root           863     2       0      0 0                   0 I [ext4-rsv-conver]
root           864     2       0      0 0                   0 I [kverityd]
